id,path,caption,__raw_response,__error,style,Gen_by,category_category,task
henri-martin_july-14-in-collioure_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/henri-martin_july-14-in-collioure_resize1024.jpg,"a coastal harbor with stone buildings, sailboats, and hills in the background, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
paul-signac_the-railway-at-bois-colombes-1886_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/paul-signac_the-railway-at-bois-colombes-1886_resize1024.jpg,"a sunlit tree-lined street with long shadows and a small building in the distance, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
paul-signac_the-port-at-vlissingen-boats-and-lighthouses-1896_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/paul-signac_the-port-at-vlissingen-boats-and-lighthouses-1896_resize1024.jpg,"a calm harbor with sailboats and distant industrial buildings across the water, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-martin_view-of-the-terrasse-de-marquayrol-labastide-du-vert-1935_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/henri-martin_view-of-the-terrasse-de-marquayrol-labastide-du-vert-1935_resize1024.jpg,"a hillside village with red-roofed houses among green trees and distant mountains, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
georges-seurat_the-channel-of-gravelines-petit-fort-philippe-1890_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/georges-seurat_the-channel-of-gravelines-petit-fort-philippe-1890_resize1024.jpg,"a harbor with sailboats on calm water beside a seaside promenade and a distant lighthouse, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
georges-vantongerloo_interior-with-woman-1916_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/georges-vantongerloo_interior-with-woman-1916_resize1024.jpg,"an abstract scene with a faint female figure amid scattered colorful shapes, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
claude-monet_cliff-near-fecamp_resize1024,Dataset/Intermediate/Impressionism/Gen_pointillism/NanoPro/claude-monet_cliff-near-fecamp_resize1024.jpg,"a rocky coastal cove with steep cliffs and waves along the shore under a cloudy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,gemini-3-pro-image-preview,landscape,category_classify
georges-seurat_harbor-in-honfleur-1886_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/georges-seurat_harbor-in-honfleur-1886_resize1024.jpg,"a large sailboat moored in a harbor with rigging and calm water, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
georges-lemmen_beach-at-heist-1891_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/georges-lemmen_beach-at-heist-1891_resize1024.jpg,"a tranquil seascape at sunset with a lone sailboat and calm water, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
paul-signac_the-dogana-1904_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/paul-signac_the-dogana-1904_resize1024.jpg,"a harbor scene with sailboats and a waterfront promenade lined with trees, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
edouard-vuillard_portrait-of-marie-vuillard_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/edouard-vuillard_portrait-of-marie-vuillard_resize1024.jpg,"a seated woman in a dark high-collared dress with hands folded in her lap indoors, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
henri-edmond-cross_bathers-1895_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/henri-edmond-cross_bathers-1895_resize1024.jpg,"a curving coastal bay with hills and trees and two bathers in the water, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
georges-seurat_seated-and-standing-woman-1884_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/georges-seurat_seated-and-standing-woman-1884_resize1024.jpg,"a woman in a dark dress sitting on grass by a river with trees and a small boat, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
georges-seurat_farm-women-at-work-1883_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/georges-seurat_farm-women-at-work-1883_resize1024.jpg,"two women bending to pick grass in a sunlit field, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
camille-pissarro_the-apple-pickers-1886_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/camille-pissarro_the-apple-pickers-1886_resize1024.jpg,"three women harvesting fruit in an orchard with baskets and trees, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
theo-van-rysselberghe_portrait-of-michel-van-mos-1892_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/theo-van-rysselberghe_portrait-of-michel-van-mos-1892_resize1024.jpg,"a man in a dark suit standing with arms crossed in an interior room, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
maurice-prendergast_sketch-figures-on-beach-also-known-as-early-beach_resize1024,Dataset/Intermediate/Impressionism/Gen_pointillism/Gpt/maurice-prendergast_sketch-figures-on-beach-also-known-as-early-beach_resize1024.jpg,"a sunny beach with colorful umbrellas and small groups of people by the shoreline, pointillism painting","{""category"":""landscape""}",,Pointillism,gpt-image-1,landscape,category_classify
georges-seurat_the-pont-de-courbevoie-1886_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/georges-seurat_the-pont-de-courbevoie-1886_resize1024.jpg,"a solitary figure standing on a riverbank with bare trees and calm water, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
theo-van-rysselberghe_woman-at-her-toilette-1905_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/theo-van-rysselberghe_woman-at-her-toilette-1905_resize1024.jpg,,,"mllm_error: {""error_type"": ""api_code"", ""message"": ""Andes gateway returned non-zero code"", ""record_id"": ""d1e5895a-237b-11f1-a1f5-0202160272ed"", ""http_status"": null, ""api_code"": -30002, ""api_msg"": ""Your input image may contain content that is not allowed by our content safety system."", ""response_text"": ""{'code': -30002, 'msg': 'Your input image may contain content that is not allowed by our content safety system.', 'recordId': 'andes-0W3xTnD086SQdr-260319181013609'}""} | mllm_error: {""error_type"": ""api_code"", ""message"": ""Andes gateway returned non-zero code"", ""record_id"": ""5adc9302-237c-11f1-874e-0202160272ed"", ""http_status"": null, ""api_code"": -30002, ""api_msg"": ""Your input image may contain content that is not allowed by our content safety system."", ""response_text"": ""{'code': -30002, 'msg': 'Your input image may contain content that is not allowed by our content safety system.', 'recordId': 'andes-JspEdxu7SyYCCK-260319181403375'}""} | missing_caption: col=caption",Pointillism,WikiArt,,
cornelis-vreedenburgh_pier-inn-the-bay-of-st-tropez_resize1024,Dataset/Intermediate/Impressionism/Gen_pointillism/NanoPro/cornelis-vreedenburgh_pier-inn-the-bay-of-st-tropez_resize1024.jpg,"a rocky coastline with waves crashing against dark rocks under a cloudy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,gemini-3-pro-image-preview,landscape,category_classify
salvador-dali_dawn-noon-sunset-and-dusk_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/salvador-dali_dawn-noon-sunset-and-dusk_resize1024.jpg,"three women in long dresses standing on a sunlit beach with distant figures, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
theo-van-rysselberghe_canal-in-flanders-1894_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/theo-van-rysselberghe_canal-in-flanders-1894_resize1024.jpg,"a tree-lined country road with tall slender trunks and grassy fields, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
camille-pissarro_sunset-at-sent-charlez-eragny-1891_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/camille-pissarro_sunset-at-sent-charlez-eragny-1891_resize1024.jpg,"a countryside path winding through green fields with tall trees under a hazy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-martin_the-hour-of-mass-in-labastide-du-vert_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/henri-martin_the-hour-of-mass-in-labastide-du-vert_resize1024.jpg,"a village stone bridge over a river with a church tower and spring trees, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
theo-van-rysselberghe_the-scarlet-ribbon-1906_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/theo-van-rysselberghe_the-scarlet-ribbon-1906_resize1024.jpg,,,"mllm_error: {""error_type"": ""api_code"", ""message"": ""Andes gateway returned non-zero code"", ""record_id"": ""c76415fa-237b-11f1-b590-0202160272ed"", ""http_status"": null, ""api_code"": -30002, ""api_msg"": ""Your input image may contain content that is not allowed by our content safety system."", ""response_text"": ""{'code': -30002, 'msg': 'Your input image may contain content that is not allowed by our content safety system.', 'recordId': 'andes-HsMQJqY0DWINlz-260319180955952'}""} | mllm_error: {""error_type"": ""api_code"", ""message"": ""Andes gateway returned non-zero code"", ""record_id"": ""5acb7da6-237c-11f1-b7cb-0202160272ed"", ""http_status"": null, ""api_code"": -30002, ""api_msg"": ""Your input image may contain content that is not allowed by our content safety system."", ""response_text"": ""{'code': -30002, 'msg': 'Your input image may contain content that is not allowed by our content safety system.', 'recordId': 'andes-A95NFFK1rhMKLm-260319181403286'}""} | missing_caption: col=caption",Pointillism,WikiArt,,
henri-edmond-cross_the-flowered-terrace_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/henri-edmond-cross_the-flowered-terrace_resize1024.jpg,"a colorful garden with tall trees and blooming pink flowers, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-edmond-cross_the-iles-d-or-the-iles-d-hyeres-var_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/henri-edmond-cross_the-iles-d-or-the-iles-d-hyeres-var_resize1024.jpg,"a tranquil seascape with blue water and a sandy shoreline under a hazy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-edmond-cross_the-flowered-column_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/henri-edmond-cross_the-flowered-column_resize1024.jpg,"a woman in a pink dress and wide-brim hat reaching toward flowering vines in a garden, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
nikolay-bogdanov-belsky_doing-the-lessons_resize1024,Dataset/Intermediate/Impressionism/Gen_pointillism/Gpt/nikolay-bogdanov-belsky_doing-the-lessons_resize1024.jpg,"a woman in a blue dress writing at a desk by a sunlit window, pointillism painting","{""category"":""portrait""}",,Pointillism,gpt-image-1,portrait,category_classify
georges-seurat_portrait-of-paul-signac-1890_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/georges-seurat_portrait-of-paul-signac-1890_resize1024.jpg,"a man in a tall top hat holding a cane, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
henri-edmond-cross_aguttes_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/henri-edmond-cross_aguttes_resize1024.jpg,"a nude woman with hair in a bun kneeling on a bed in profile, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
auguste-herbin_park-in-paris-1904_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/auguste-herbin_park-in-paris-1904_resize1024.jpg,"a sunlit park with tall trees and two women sitting on a bench, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
arthur-segal_weg-nach-kynwasser-riesengebirge-1908_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/arthur-segal_weg-nach-kynwasser-riesengebirge-1908_resize1024.jpg,"a rural landscape with three tall trees and a winding dirt path under a cloudy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
samuel-mutzner_peisaj-din-giverny_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/samuel-mutzner_peisaj-din-giverny_resize1024.jpg,"a rural landscape with tall trees and golden fields under a hazy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-martin_the-lovers_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/henri-martin_the-lovers_resize1024.jpg,"a couple walking by a river with colorful town buildings in the background, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
theo-van-rysselberghe_barges-on-the-river-scheldt-1892_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/theo-van-rysselberghe_barges-on-the-river-scheldt-1892_resize1024.jpg,"two sailboats with dark red sails on a calm river under a cloudy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
theo-van-rysselberghe_in-the-shade-of-the-pines-study-1905_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/theo-van-rysselberghe_in-the-shade-of-the-pines-study-1905_resize1024.jpg,"a colorful flowering garden with trees and dense pink blossoms, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
camille-pissarro_ile-lacruix-rouen-effect-of-fog-1888_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/camille-pissarro_ile-lacruix-rouen-effect-of-fog-1888_resize1024.jpg,"a misty harbor at dawn with boats and a smoking factory chimney, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
theo-van-rysselberghe_girl-in-green-1892_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/theo-van-rysselberghe_girl-in-green-1892_resize1024.jpg,"a seated woman with long wavy hair in a dark dress against a plain background, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
richard-gerstl_self-portrait-4-1907_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/richard-gerstl_self-portrait-4-1907_resize1024.jpg,"an abstract ink portrait with dense black curls on a pale gray background, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
georges-seurat_alfalfa-st-denis-1886_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/georges-seurat_alfalfa-st-denis-1886_resize1024.jpg,"a wide countryside field with green grasses and distant farmhouses under a pale sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
theo-van-rysselberghe_fountain-at-san-souci-1903_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/theo-van-rysselberghe_fountain-at-san-souci-1903_resize1024.jpg,"a circular park fountain spraying water among trees under a blue sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
theo-van-rysselberghe_maroccan-market-1887_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/theo-van-rysselberghe_maroccan-market-1887_resize1024.jpg,"a crowded beach with sunbathers and umbrellas beside deep blue water, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
georges-seurat_the-circus-1891_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/georges-seurat_the-circus-1891_resize1024.jpg,"a circus ring with acrobats performing on a white horse before a seated audience, pointillism painting","{""category"":""animal""}",,Pointillism,WikiArt,animal,category_classify
georges-seurat_grandcamp-evening-1885_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/georges-seurat_grandcamp-evening-1885_resize1024.jpg,"a coastal hillside overlooking a wide bay with distant sailboats and a walkway lined with buildings, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
theo-van-rysselberghe_portrait-of-the-painter-s-uncle-1894_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/theo-van-rysselberghe_portrait-of-the-painter-s-uncle-1894_resize1024.jpg,"a seated man in a dark suit with gray hair against a plain background, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
theo-van-rysselberghe_portrait-of-helene-and-michette-guinotte-1901_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/theo-van-rysselberghe_portrait-of-helene-and-michette-guinotte-1901_resize1024.jpg,"two women in ruffled blue dresses sitting closely on a patterned sofa, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
franz-marc_the-dead-sparrow-1905_resize1024,Dataset/Intermediate/Impressionism/Gen_pointillism/NanoPro/franz-marc_the-dead-sparrow-1905_resize1024.jpg,"a curled brown rabbit resting on a tiled floor, pointillism painting","{""category"":""animal""}",,Pointillism,gemini-3-pro-image-preview,animal,category_classify
henri-edmond-cross_a-venetian-canal-1905_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/henri-edmond-cross_a-venetian-canal-1905_resize1024.jpg,"a canal lined with yellow buildings and moored boats under a blue sky, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
henri-martin_the-tower-of-collioure-in-moonrise_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/henri-martin_the-tower-of-collioure-in-moonrise_resize1024.jpg,"a stone harbor tower beside a seaside inlet with small boats and sailboats on the water, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
theo-van-rysselberghe_portrait-of-irma-sethe-1894_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/theo-van-rysselberghe_portrait-of-irma-sethe-1894_resize1024.jpg,"a woman in a long white dress playing the violin in an interior room, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
camille-pissarro_the-harvest-of-hay-in-eragny-1887_resize1024,Dataset/_Style_Set/WikiArt-81K-BLIP_2-1024x1024/images/Pointillism/camille-pissarro_the-harvest-of-hay-in-eragny-1887_resize1024.jpg,"farm workers harvesting hay in a wide field with haystacks under a cloudy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
